"Date","Channel","Lpc","Leq","Lz","alpha","Filename"
"9/14/2021","CH4",-0.004211875,-0.004220081,-0.004220081,0.4,"Run_3_raw.txt"
"9/14/2021","CH5",-0.010199906,-0.017487813,-0.017487813,0.4,"Run_3_raw.txt"
"9/14/2021","CH6",-0.016793468,-0.016793468,-0.017514157,0.4,"Run_3_raw.txt"
"9/14/2021","CH7",-0.013958906,-0.013630234,-0.013630234,0.4,"Run_3_raw.txt"
"9/14/2021","CH8",-0.003701326,-0.004109725,-0.004113161,0.4,"Run_3_raw.txt"
"9/14/2021","CH1",-0.023347062,-0.024112016,-0.024112016,0.4,"Run_4_raw.txt"
"9/14/2021","CH2",-0.010473817,-0.010181862,-0.010071224,0.4,"Run_4_raw.txt"
"9/14/2021","CH3",-0.02412035,-0.022896295,-0.022896295,0.4,"Run_4_raw.txt"
"9/14/2021","CH4",-0.006407996,-0.006459603,-0.006459603,0.4,"Run_4_raw.txt"
"9/14/2021","CH5",-0.039783465,-0.033149311,-0.033149311,0.4,"Run_4_raw.txt"
"9/14/2021","CH6",-0.011153962,-0.011153962,-0.011620813,0.4,"Run_4_raw.txt"
"9/14/2021","CH7",-0.01187373,-0.011446904,-0.011446904,0.4,"Run_4_raw.txt"
"9/14/2021","CH8",-0.004468076,-0.004540666,-0.004430913,0.4,"Run_4_raw.txt"
"9/30/2021","A1",-0.014231378,-0.016586713,-0.016586713,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","A2",-0.011390006,-0.010913798,-0.010913798,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","A3",-0.006327417,-0.008564219,-0.008564219,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","A4",-0.006090387,-0.0061403,-0.0061403,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","A5",-0.002463294,-0.003383279,-0.003383279,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","A6",-0.003747687,-0.002758801,-0.003063943,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","B1",-0.018059621,-0.019072028,-0.019072028,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","B2",-0.023693182,-0.022622318,0.000709758,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","B3",-0.061678065,-0.06361811,-0.06361811,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","B4",-0.005607307,-0.006073077,-0.006073077,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","B5",-0.012363348,-0.005850704,-0.014501864,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","B6",-0.0406943,-0.039086538,-0.039086538,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","C1",-0.016803644,-0.018084577,-0.018084577,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","C2",-0.032612385,-0.038393672,-0.038393672,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","C3",-0.023716498,-0.022182954,-0.023899126,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","C4",-0.034674629,-0.035662543,-0.032043324,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","C5",-0.039770064,-0.039577449,-0.039577449,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","C6",-0.04874096,-0.04874096,-0.04874096,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","D1",-0.0055679,-0.005447198,-0.005447198,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","D2",-0.061463126,-0.061643824,-0.062772935,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","D3",-0.008707869,-0.017162587,-0.017162587,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","D4",-0.032281323,-0.033818435,-0.033818435,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","D5",-0.002424835,-0.002084965,-0.002084965,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","D6",-0.000354881,-0.000726343,-0.000726343,0.4,"RR_9.30.21_AM_Plate_1_Run_1.csv"
"9/30/2021","A1",-0.02319824,-0.023922838,-0.023922838,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","A2",-0.061939892,-0.061079084,-0.061079084,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","A3",-0.013403665,-0.013551738,-0.013551738,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","A4",-0.025955415,-0.023560211,-0.023560211,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","A5",-0.008508889,-0.008685727,-0.008685727,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","A6",-0.003810182,-0.004145101,-0.004145101,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","B1",-0.044659993,-0.046472226,-0.046472226,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","B2",-0.039496869,-0.042722028,-0.042722028,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","B3",-0.01325924,-0.013836535,-0.015277475,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","B4",-0.038296231,-0.038406286,-0.038472629,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","B5",-0.031338536,-0.036114284,-0.036114284,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","B6",-0.010432455,-0.005679058,-0.005679058,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","C1",-0.02890813,-0.060825102,-0.060825102,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","C2",-0.016457391,-0.015783661,-0.015524827,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","C3",-0.042199356,-0.04232251,-0.044504324,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","C4",-0.035088667,-0.030288722,-0.030288722,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","C5",-0.045371343,-0.044857517,-0.044857517,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","C6",-0.077853394,-0.077483617,-0.078761933,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","D1",-0.005440974,-0.005732168,-0.005732168,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","D2",-0.024800883,-0.024800883,-0.024800883,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","D3",-0.008769313,-0.008193755,-0.011362937,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","D4",-0.009878563,-0.006832885,-0.006832885,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","D5",-0.019950677,-0.020109317,-0.020542657,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","D6",-0.008354212,-0.008796438,-0.008796438,0.4,"RR_9.30.21_AM_Plate_2_Run_1.csv"
"9/30/2021","A1",-0.011806316,-0.012488752,-0.012488752,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","A2",-0.027530921,-0.027114279,-0.027114279,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","A3",-0.015414382,-0.015414382,-0.015414382,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","A4",-0.010347127,-0.011775524,-0.011775524,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","A5",-0.048434881,-0.042742884,-0.034068589,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","A6",-0.005816956,-0.013664161,-0.013664161,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","B1",-0.063758498,-0.062861342,-0.062861342,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","B2",-0.021585301,-0.020657551,-0.020657551,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","B3",-0.091164448,-0.083056908,-0.094308243,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","B4",-0.022877261,-0.01908972,-0.01908972,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","B5",-0.021778321,-0.019552531,-0.019552531,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","B6",-0.041746016,-0.041862069,-0.044505573,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","C1",0.011656487,0.011656487,0.011656487,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","C2",-0.038008444,-0.038524021,-0.038524021,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","C3",-0.071819786,-0.072100141,-0.072100141,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","C4",-0.01952776,-0.018372735,-0.018372735,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","C5",-0.015001514,-0.016512413,-0.016512413,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","C6",-0.013732314,-0.018649707,-0.018649707,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","D1",-0.007940512,-0.007758217,-0.007758217,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","D2",-0.004156137,-0.004043364,-0.003687577,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","D3",-0.020172789,-0.020440385,-0.020440385,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","D4",-0.012819495,-0.00979493,-0.00979493,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","D5",-0.00987119,-0.010862112,-0.010862112,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","D6",-0.020142053,-0.02075507,-0.02075507,0.4,"RR_9.30.21_PM_Plate_1_Run_2.csv"
"9/30/2021","A1",-0.060272009,-0.06112972,-0.06112972,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","A2",-0.011644532,-0.014842463,-0.014842463,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","A3",-0.015246753,-0.017026417,-0.017026417,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","A4",-0.016758975,-0.017881395,-0.017881395,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","A5",-0.008616822,-0.012102703,-0.012102703,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","A6",-0.01611883,-0.02923505,-0.02923505,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","B1",-0.013409516,-0.009512937,-0.009512937,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","B2",-0.044484343,-0.044918738,-0.044918738,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","B3",-0.027826815,-0.033361445,-0.033361445,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","B4",-0.052195059,-0.053835054,-0.053835054,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","B5",-0.059362427,-0.059504647,-0.058638363,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","B6",-0.006604852,-0.003888947,-0.003888947,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","C1",-0.071694092,-0.066914291,-0.066914291,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","C2",-0.021918082,-0.022687468,-0.022687468,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","C3",-0.017564088,-0.019164346,-0.019164346,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","C4",0.01020037,0.010052455,0.010052455,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","C5",0.029052351,-0.076034441,-0.076034441,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","C6",-0.020500868,-0.020093543,-0.020093543,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","D1",-0.021747968,-0.020099447,-0.020099447,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","D2",-0.035990775,-0.032538112,-0.032538112,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","D3",-0.02574623,-0.034585747,-0.034585747,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","D4",-0.009831057,-0.008895896,-0.008895896,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","D5",-0.009888312,-0.011500524,-0.011500524,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"9/30/2021","D6",-0.009395247,-0.009402193,-0.009402193,0.4,"RR_9.30.21_PM_Plate_2_Run_2.csv"
"10/26/2021","CH1",-0.006794943,-0.006794943,-0.006797915,0.4,"Run_1_raw.txt"
"10/26/2021","CH2",-0.003045556,-0.002876199,-0.002876199,0.4,"Run_1_raw.txt"
"10/26/2021","CH3",-0.007646267,-0.007631029,-0.007631029,0.4,"Run_1_raw.txt"
"10/26/2021","CH4",-0.001205154,-0.001175024,-0.001882088,0.4,"Run_1_raw.txt"
"10/26/2021","CH5",-0.00704407,-0.005910146,-0.005910146,0.4,"Run_1_raw.txt"
"10/26/2021","CH6",-0.001401388,-0.001125254,-0.001125254,0.4,"Run_1_raw.txt"
"10/26/2021","CH7",-0.002904632,-0.002778614,-0.002778614,0.4,"Run_1_raw.txt"
"10/26/2021","CH8",-0.002289251,-0.002704202,-0.002128139,0.4,"Run_1_raw.txt"
"10/26/2021","CH1",-0.004329555,-0.004329555,-0.004329555,0.4,"Run_2_raw.txt"
"10/26/2021","CH2",-0.009750136,-0.009750136,-0.01047224,0.4,"Run_2_raw.txt"
"10/26/2021","CH3",-0.007612734,-0.007612734,-0.007620018,0.4,"Run_2_raw.txt"
"10/26/2021","CH4",-0.002248667,-0.002109537,-0.002385387,0.4,"Run_2_raw.txt"
"10/26/2021","CH5",-0.005531372,-0.005531372,-0.005965225,0.4,"Run_2_raw.txt"
"10/26/2021","CH6",-0.008001383,-0.009044985,-0.009044985,0.4,"Run_2_raw.txt"
"10/26/2021","CH7",-0.008978831,-0.008711245,-0.008745609,0.4,"Run_2_raw.txt"
"10/26/2021","CH8",-0.00700004,-0.007017841,-0.007017841,0.4,"Run_2_raw.txt"
"10/26/2021","CH1",-0.009524953,-0.009505422,-0.008537883,0.4,"Run_3_raw.txt"
"10/26/2021","CH2",-0.009493913,-0.009542181,-0.009542181,0.4,"Run_3_raw.txt"
"10/26/2021","CH3",-0.006327075,-0.006332833,-0.006332833,0.4,"Run_3_raw.txt"
"10/26/2021","CH4",-0.008057396,-0.008949046,-0.007922827,0.4,"Run_3_raw.txt"
"10/26/2021","CH5",-0.006337893,-0.007977587,-0.007385198,0.4,"Run_3_raw.txt"
"10/26/2021","CH6",-0.007714271,-0.007000061,-0.007000061,0.4,"Run_3_raw.txt"
"10/26/2021","CH7",-0.011305999,-0.010636184,-0.010636184,0.4,"Run_3_raw.txt"
"10/26/2021","CH8",-0.008918165,-0.008910277,-0.009118192,0.4,"Run_3_raw.txt"
"10/26/2021","A1",-0.011341037,-0.015774878,-0.015214384,0.4,"20211026_resp_unfed.csv"
"10/26/2021","A2",-0.007022842,-0.006819567,-0.006968073,0.4,"20211026_resp_unfed.csv"
"10/26/2021","A3",-0.033460487,-0.031485827,-0.037239948,0.4,"20211026_resp_unfed.csv"
"10/26/2021","A4",-0.007557468,-0.007267551,-0.007267551,0.4,"20211026_resp_unfed.csv"
"10/26/2021","A5",-0.02069943,-0.020453082,-0.020453082,0.4,"20211026_resp_unfed.csv"
"10/26/2021","A6",-0.011090918,-0.011418068,-0.011418068,0.4,"20211026_resp_unfed.csv"
"10/26/2021","B1",-0.009157068,-0.008993491,-0.008993491,0.4,"20211026_resp_unfed.csv"
"10/26/2021","B2",-0.007763126,-0.008053823,-0.008053823,0.4,"20211026_resp_unfed.csv"
"10/26/2021","B3",-0.010190065,-0.011062855,-0.011052089,0.4,"20211026_resp_unfed.csv"
"10/26/2021","B4",-0.026936353,-0.026900176,-0.025516359,0.4,"20211026_resp_unfed.csv"
"10/26/2021","B5",-0.008159975,-0.010780088,-0.011717945,0.4,"20211026_resp_unfed.csv"
"10/26/2021","B6",-0.016392344,-0.020559927,-0.020559927,0.4,"20211026_resp_unfed.csv"
"10/26/2021","C1",-0.017761879,-0.017727195,-0.017885862,0.4,"20211026_resp_unfed.csv"
"10/26/2021","C2",-0.009876604,-0.008113693,-0.009168053,0.4,"20211026_resp_unfed.csv"
"10/26/2021","C3",-0.024210951,-0.023574867,-0.023574867,0.4,"20211026_resp_unfed.csv"
"10/26/2021","C4",-0.022984674,-0.020619997,-0.020619997,0.4,"20211026_resp_unfed.csv"
"10/26/2021","C5",-0.008977206,-0.010808757,-0.010808757,0.4,"20211026_resp_unfed.csv"
"10/26/2021","C6",-0.035381101,-0.035423216,-0.035423216,0.4,"20211026_resp_unfed.csv"
"10/26/2021","D1",-0.006046565,-0.006172487,-0.015941198,0.4,"20211026_resp_unfed.csv"
"10/26/2021","D2",-0.027085352,-0.026877421,-0.026877421,0.4,"20211026_resp_unfed.csv"
"10/26/2021","D3",-0.006318149,-0.006296657,-0.006296657,0.4,"20211026_resp_unfed.csv"
"10/26/2021","D4",-0.004975148,-0.005182461,-0.005225909,0.4,"20211026_resp_unfed.csv"
"10/26/2021","D5",-0.02506146,-0.02506146,-0.025488517,0.4,"20211026_resp_unfed.csv"
"10/26/2021","D6",-0.005770194,-0.005947021,-0.005947021,0.4,"20211026_resp_unfed.csv"
"2/2/2022","CH1",-0.032917277,-0.027141241,-0.027141241,0.4,"run_1_raw.txt"
"2/2/2022","CH2",-0.008469534,-0.008469534,-0.008469534,0.4,"run_1_raw.txt"
"2/2/2022","CH3",-0.013086346,-0.007182015,-0.007182015,0.4,"run_1_raw.txt"
"2/2/2022","CH4",0.001881952,0.001862326,0.001862326,0.4,"run_1_raw.txt"
"2/2/2022","CH5",-0.023116239,-0.021336717,-0.020771501,0.4,"run_1_raw.txt"
"2/2/2022","CH6",-0.018387871,-0.018576941,-0.019371311,0.4,"run_1_raw.txt"
"2/2/2022","CH7",-0.010721144,-0.010887182,-0.010737351,0.4,"run_1_raw.txt"
"2/2/2022","CH8",-0.000437258,-0.000123023,0.000488706,0.4,"run_1_raw.txt"
"2/2/2022","CH1",-0.005108995,-0.00602229,-0.00602229,0.4,"run_2_raw.txt"
"2/2/2022","CH2",-0.022112586,-0.022112586,-0.022112586,0.4,"run_2_raw.txt"
"2/2/2022","CH3",-0.016363172,-0.016575627,-0.016575627,0.4,"run_2_raw.txt"
"2/2/2022","CH4",0.000567578,0.000484922,0.000484922,0.4,"run_2_raw.txt"
"2/2/2022","CH5",-0.0048873,-0.00469551,-0.00469551,0.4,"run_2_raw.txt"
"2/2/2022","CH6",-0.013735061,-0.009145587,-0.009145587,0.4,"run_2_raw.txt"
"2/2/2022","CH7",-0.010440474,-0.010387144,-0.010387144,0.4,"run_2_raw.txt"
"2/2/2022","CH8",-0.000372123,0.000348956,0.00035823,0.4,"run_2_raw.txt"
"2/2/2022","CH1",-0.012872686,-0.008069558,-0.008069558,0.4,"run3_raw.txt"
"2/2/2022","CH2",-0.004996976,-0.007234043,-0.007234043,0.4,"run3_raw.txt"
"2/2/2022","CH3",-0.018091274,-0.018800472,-0.018800472,0.4,"run3_raw.txt"
"2/2/2022","CH4",-0.001390719,-0.001276046,-0.001276046,0.4,"run3_raw.txt"
"2/2/2022","CH5",-0.017442254,-0.014990253,-0.014990253,0.4,"run3_raw.txt"
"2/2/2022","CH6",-0.013482265,-0.011791581,-0.011791581,0.4,"run3_raw.txt"
"2/2/2022","CH7",-0.01689188,-0.01689188,-0.015297496,0.4,"run3_raw.txt"
"2/2/2022","CH8",-0.002413557,-0.002430824,-0.002430824,0.4,"run3_raw.txt"
"3/1/2022","CH1",-0.005332177,-0.002903782,-0.001545208,0.4,"run1_raw.txt"
"3/1/2022","CH2",-0.017636062,-0.017804667,-0.017804667,0.4,"run1_raw.txt"
"3/1/2022","CH3",-0.055667084,-0.056842334,-0.042334502,0.4,"run1_raw.txt"
"3/1/2022","CH4",0.001606528,-0.002341925,0.003598023,0.4,"run1_raw.txt"
"3/1/2022","CH5",-0.058255007,-0.058255007,-0.058255007,0.4,"run1_raw.txt"
"3/1/2022","CH6",-0.020692308,-0.020692308,-0.024776149,0.4,"run1_raw.txt"
"3/1/2022","CH7",-0.06048026,-0.049149057,-0.049149057,0.4,"run1_raw.txt"
"3/1/2022","CH8",-0.001882342,-0.001827415,0.001845861,0.4,"run1_raw.txt"
"3/1/2022","CH1",-0.047810804,-0.036060285,-0.036060285,0.4,"run2_raw.txt"
"3/1/2022","CH2",-0.004683598,-0.002959805,-0.002959805,0.4,"run2_raw.txt"
"3/1/2022","CH3",-0.063311868,-0.063311868,-0.059489182,0.4,"run2_raw.txt"
"3/1/2022","CH4",-0.00127196,-0.00127196,-0.001456049,0.4,"run2_raw.txt"
"3/1/2022","CH5",-0.070169029,-0.07732058,-0.070638198,0.4,"run2_raw.txt"
"3/1/2022","CH6",-0.073852367,-0.079345664,-0.078162536,0.4,"run2_raw.txt"
"3/1/2022","CH7",-0.090460188,-0.125666452,-0.128283584,0.4,"run2_raw.txt"
"3/1/2022","CH8",-0.003491737,-0.006489687,-0.006489687,0.4,"run2_raw.txt"
"3/1/2022","CH1",-0.034567627,-0.043146586,-0.043146586,0.4,"run3_raw.txt"
"3/1/2022","CH2",-0.062420651,-0.06221606,-0.06221606,0.4,"run3_raw.txt"
"3/1/2022","CH3",-0.075666561,-0.079735887,-0.075342221,0.4,"run3_raw.txt"
"3/1/2022","CH4",0.019018935,0.019018935,0.019018935,0.4,"run3_raw.txt"
"3/1/2022","CH5",-0.050176408,-0.050176408,-0.050176408,0.4,"run3_raw.txt"
"3/1/2022","CH6",-0.107191536,-0.109306209,-0.10988427,0.4,"run3_raw.txt"
"3/1/2022","CH7",-0.036187488,-0.03636126,-0.03636126,0.4,"run3_raw.txt"
"3/1/2022","CH8",-0.001294016,-0.002826583,-0.002826583,0.4,"run3_raw.txt"
"8/29/2022","A1",-0.002545069,-0.002888951,-0.002888951,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","A2",-0.001799444,-0.001869969,-0.001869969,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","A3",-0.002437503,-0.002398307,-0.00244149,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","A4",-0.006390879,-0.005467649,-0.005404152,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","A5",-0.01166731,-0.011669196,-0.012730958,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","A6",-0.001016305,-0.001017604,-0.001013787,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","B1",-0.002121158,-0.002373589,-0.002373589,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","B2",-0.002307946,-0.002307946,-0.002414103,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","B3",-0.001314721,-0.001415448,-0.001493272,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","B4",-0.028575313,-0.028994667,-0.028994667,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","B5",-0.008249345,-0.004286755,-0.004286755,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","B6",0.000168467,0.000168467,0.000360342,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","C1",-0.001745821,-0.001226078,-0.001226078,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","C2",-0.005390214,-0.005391604,-0.005259555,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","C3",-0.003521016,-0.003275188,-0.003275188,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","C4",-0.019051706,-0.019139516,-0.019139516,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","C5",-0.006289194,-0.005652954,-0.005603944,0.4,"SDR_799_resp_PLATE1.csv"
"8/29/2022","C6",-0.000711088,-0.000712622,-0.000712622,0.4,"SDR_799_resp_PLATE1.csv"
